State,Year,Sector,Carbon_Type,Emission (Metric Tons)
Sikkim,2023,Agriculture,CO2,6.3
Sikkim,2023,Agriculture,CH4,6.31
Sikkim,2023,Waste Management,CO,0.17
Sikkim,2023,Waste Management,CO2,4.2
Sikkim,2023,Waste Management,CH4,7.93
Sikkim,2024,Energy,CO,3.54
Sikkim,2024,Energy,CO2,36.19
Sikkim,2024,Energy,CH4,3.72
Sikkim,2024,Industry,CO,1.81
Sikkim,2024,Industry,CO2,54.4
Sikkim,2024,Industry,CH4,2.58
Sikkim,2024,Transportation,CO,1.69
Sikkim,2024,Transportation,CO2,24.93
Sikkim,2024,Transportation,CH4,0.74
Sikkim,2024,Agriculture,CO,0.27
Sikkim,2024,Agriculture,CO2,7.29
Sikkim,2024,Agriculture,CH4,8.52
Sikkim,2024,Waste Management,CO,0.36
Sikkim,2024,Waste Management,CO2,6.88
Sikkim,2024,Waste Management,CH4,3.53
Tamil Nadu,2010,Energy,CO,3.25
Tamil Nadu,2010,Energy,CO2,57.38
Tamil Nadu,2010,Energy,CH4,3.61
Tamil Nadu,2010,Industry,CO,1.55
Tamil Nadu,2010,Industry,CO2,29.01
Tamil Nadu,2010,Industry,CH4,3.26
Tamil Nadu,2010,Transportation,CO,3.64
Tamil Nadu,2010,Transportation,CO2,19.31
Tamil Nadu,2010,Transportation,CH4,1.03
Tamil Nadu,2010,Agriculture,CO,0.35
Tamil Nadu,2010,Agriculture,CO2,5.59
Tamil Nadu,2010,Agriculture,CH4,9.48
Tamil Nadu,2010,Waste Management,CO,0.25
Tamil Nadu,2010,Waste Management,CO2,4.07
Tamil Nadu,2010,Waste Management,CH4,8.28
Tamil Nadu,2011,Energy,CO,2.78
Tamil Nadu,2011,Energy,CO2,25.77
Tamil Nadu,2011,Energy,CH4,4.18
Tamil Nadu,2011,Industry,CO,1.33
Tamil Nadu,2011,Industry,CO2,51.83
Tamil Nadu,2011,Industry,CH4,2.01
Tamil Nadu,2011,Transportation,CO,2.24
Tamil Nadu,2011,Transportation,CO2,42.49
Tamil Nadu,2011,Transportation,CH4,0.92
Tamil Nadu,2011,Agriculture,CO,0.62
Tamil Nadu,2011,Agriculture,CO2,14.07
Tamil Nadu,2011,Agriculture,CH4,9.13
Tamil Nadu,2011,Waste Management,CO,0.26
Tamil Nadu,2011,Waste Management,CO2,2.61
Tamil Nadu,2011,Waste Management,CH4,8.35
Tamil Nadu,2012,Energy,CO,2.78
Tamil Nadu,2012,Energy,CO2,34.44
Tamil Nadu,2012,Energy,CH4,3.52
Tamil Nadu,2012,Industry,CO,0.99
Tamil Nadu,2012,Industry,CO2,59.47
Tamil Nadu,2012,Industry,CH4,2.28
Tamil Nadu,2012,Transportation,CO,1.5
Tamil Nadu,2012,Transportation,CO2,29.07
Tamil Nadu,2012,Transportation,CH4,0.74
Tamil Nadu,2012,Agriculture,CO,0.3
Tamil Nadu,2012,Agriculture,CO2,8.88
Tamil Nadu,2012,Agriculture,CH4,4.86
Tamil Nadu,2012,Waste Management,CO,0.18
Tamil Nadu,2012,Waste Management,CO2,7.29
Tamil Nadu,2012,Waste Management,CH4,4.6
Tamil Nadu,2013,Energy,CO,2.44
Tamil Nadu,2013,Energy,CO2,28.81
Tamil Nadu,2013,Energy,CH4,1.58
Tamil Nadu,2013,Industry,CO,1.47
Tamil Nadu,2013,Industry,CO2,46.2
Tamil Nadu,2013,Industry,CH4,1.76
Tamil Nadu,2013,Transportation,CO,2.64
Tamil Nadu,2013,Transportation,CO2,28.24
Tamil Nadu,2013,Transportation,CH4,0.52
Tamil Nadu,2013,Agriculture,CO,0.61
Tamil Nadu,2013,Agriculture,CO2,11.04
Tamil Nadu,2013,Agriculture,CH4,7.05
Tamil Nadu,2013,Waste Management,CO,0.38
Tamil Nadu,2013,Waste Management,CO2,6.84
Tamil Nadu,2013,Waste Management,CH4,6.87
Tamil Nadu,2014,Energy,CO,2.13
Tamil Nadu,2014,Energy,CO2,27.38
Tamil Nadu,2014,Energy,CH4,2.02
Tamil Nadu,2014,Industry,CO,2.44
Tamil Nadu,2014,Industry,CO2,46.04
Tamil Nadu,2014,Industry,CH4,1.9
Tamil Nadu,2014,Transportation,CO,2.72
Tamil Nadu,2014,Transportation,CO2,16.56
Tamil Nadu,2014,Transportation,CH4,0.52
Tamil Nadu,2014,Agriculture,CO,0.4
Tamil Nadu,2014,Agriculture,CO2,10.4
Tamil Nadu,2014,Agriculture,CH4,8.44
Tamil Nadu,2014,Waste Management,CO,0.34
Tamil Nadu,2014,Waste Management,CO2,2.96
Tamil Nadu,2014,Waste Management,CH4,5.13
Tamil Nadu,2015,Energy,CO,1.59
Tamil Nadu,2015,Energy,CO2,60.93
Tamil Nadu,2015,Energy,CH4,2.39
Tamil Nadu,2015,Industry,CO,1.83
Tamil Nadu,2015,Industry,CO2,47.31
Tamil Nadu,2015,Industry,CH4,2.77
Tamil Nadu,2015,Transportation,CO,2.61
Tamil Nadu,2015,Transportation,CO2,41.2
Tamil Nadu,2015,Transportation,CH4,0.76
Tamil Nadu,2015,Agriculture,CO,0.4
Tamil Nadu,2015,Agriculture,CO2,11.53
Tamil Nadu,2015,Agriculture,CH4,7.06
Tamil Nadu,2015,Waste Management,CO,0.4
Tamil Nadu,2015,Waste Management,CO2,5.15
Tamil Nadu,2015,Waste Management,CH4,9.52
Tamil Nadu,2016,Energy,CO,2.97
Tamil Nadu,2016,Energy,CO2,73.73
Tamil Nadu,2016,Energy,CH4,4.18
Tamil Nadu,2016,Industry,CO,1.35
Tamil Nadu,2016,Industry,CO2,48.12
Tamil Nadu,2016,Industry,CH4,3.3
Tamil Nadu,2016,Transportation,CO,3.86
Tamil Nadu,2016,Transportation,CO2,34.19
Tamil Nadu,2016,Transportation,CH4,1.44
Tamil Nadu,2016,Agriculture,CO,0.64
Tamil Nadu,2016,Agriculture,CO2,5.38
Tamil Nadu,2016,Agriculture,CH4,10.48
Tamil Nadu,2016,Waste Management,CO,0.33
Tamil Nadu,2016,Waste Management,CO2,5.21
Tamil Nadu,2016,Waste Management,CH4,9.39
Tamil Nadu,2017,Energy,CO,1.7
Tamil Nadu,2017,Energy,CO2,55.86
Tamil Nadu,2017,Energy,CH4,2.02
Tamil Nadu,2017,Industry,CO,1.16
Tamil Nadu,2017,Industry,CO2,20.39
Tamil Nadu,2017,Industry,CH4,2.04
Tamil Nadu,2017,Transportation,CO,2.81
Tamil Nadu,2017,Transportation,CO2,37.28
Tamil Nadu,2017,Transportation,CH4,1.42
Tamil Nadu,2017,Agriculture,CO,0.35
Tamil Nadu,2017,Agriculture,CO2,6.06
Tamil Nadu,2017,Agriculture,CH4,4.43
Tamil Nadu,2017,Waste Management,CO,0.3
Tamil Nadu,2017,Waste Management,CO2,5.18
Tamil Nadu,2017,Waste Management,CH4,9.34
Tamil Nadu,2018,Energy,CO,3.69
Tamil Nadu,2018,Energy,CO2,47.41
Tamil Nadu,2018,Energy,CH4,1.58
Tamil Nadu,2018,Industry,CO,1.73
Tamil Nadu,2018,Industry,CO2,27.76
Tamil Nadu,2018,Industry,CH4,2.92
Tamil Nadu,2018,Transportation,CO,1.54
Tamil Nadu,2018,Transportation,CO2,22.69
Tamil Nadu,2018,Transportation,CH4,0.88
Tamil Nadu,2018,Agriculture,CO,0.33
Tamil Nadu,2018,Agriculture,CO2,11.24
Tamil Nadu,2018,Agriculture,CH4,4.55
Tamil Nadu,2018,Waste Management,CO,0.32
Tamil Nadu,2018,Waste Management,CO2,6.33
Tamil Nadu,2018,Waste Management,CH4,8.88
Tamil Nadu,2019,Energy,CO,1.33
Tamil Nadu,2019,Energy,CO2,42.3
Tamil Nadu,2019,Energy,CH4,2.16
Tamil Nadu,2019,Industry,CO,1.51
Tamil Nadu,2019,Industry,CO2,56.09
Tamil Nadu,2019,Industry,CH4,1.93
Tamil Nadu,2019,Transportation,CO,1.75
Tamil Nadu,2019,Transportation,CO2,43.57
Tamil Nadu,2019,Transportation,CH4,0.83
Tamil Nadu,2019,Agriculture,CO,0.64
Tamil Nadu,2019,Agriculture,CO2,12.06
Tamil Nadu,2019,Agriculture,CH4,8.77
Tamil Nadu,2019,Waste Management,CO,0.16
Tamil Nadu,2019,Waste Management,CO2,6.61
Tamil Nadu,2019,Waste Management,CH4,4.45
Tamil Nadu,2020,Energy,CO,3.0
Tamil Nadu,2020,Energy,CO2,34.95
Tamil Nadu,2020,Energy,CH4,4.26
Tamil Nadu,2020,Industry,CO,2.29
Tamil Nadu,2020,Industry,CO2,35.76
Tamil Nadu,2020,Industry,CH4,2.56
Tamil Nadu,2020,Transportation,CO,4.02
Tamil Nadu,2020,Transportation,CO2,24.71
Tamil Nadu,2020,Transportation,CH4,0.67
Tamil Nadu,2020,Agriculture,CO,0.72
Tamil Nadu,2020,Agriculture,CO2,5.73
Tamil Nadu,2020,Agriculture,CH4,4.41
Tamil Nadu,2020,Waste Management,CO,0.3
Tamil Nadu,2020,Waste Management,CO2,7.09
Tamil Nadu,2020,Waste Management,CH4,3.66
Tamil Nadu,2021,Energy,CO,3.45
Tamil Nadu,2021,Energy,CO2,53.13
Tamil Nadu,2021,Energy,CH4,2.45
Tamil Nadu,2021,Industry,CO,2.55
Tamil Nadu,2021,Industry,CO2,23.32
Tamil Nadu,2021,Industry,CH4,1.31
Tamil Nadu,2021,Transportation,CO,2.62
Tamil Nadu,2021,Transportation,CO2,24.26
Tamil Nadu,2021,Transportation,CH4,0.91
Tamil Nadu,2021,Agriculture,CO,0.63
Tamil Nadu,2021,Agriculture,CO2,9.08
Tamil Nadu,2021,Agriculture,CH4,6.97
Tamil Nadu,2021,Waste Management,CO,0.39
Tamil Nadu,2021,Waste Management,CO2,6.6
Tamil Nadu,2021,Waste Management,CH4,5.35
Tamil Nadu,2022,Energy,CO,3.55
Tamil Nadu,2022,Energy,CO2,58.91
Tamil Nadu,2022,Energy,CH4,3.07
Tamil Nadu,2022,Industry,CO,1.84
Tamil Nadu,2022,Industry,CO2,33.76
Tamil Nadu,2022,Industry,CH4,3.7
Tamil Nadu,2022,Transportation,CO,3.8
Tamil Nadu,2022,Transportation,CO2,31.38
Tamil Nadu,2022,Transportation,CH4,0.79
Tamil Nadu,2022,Agriculture,CO,0.63
Tamil Nadu,2022,Agriculture,CO2,7.16
Tamil Nadu,2022,Agriculture,CH4,4.65
Tamil Nadu,2022,Waste Management,CO,0.18
Tamil Nadu,2022,Waste Management,CO2,5.99
Tamil Nadu,2022,Waste Management,CH4,3.7
Tamil Nadu,2023,Energy,CO,3.47
Tamil Nadu,2023,Energy,CO2,69.9
Tamil Nadu,2023,Energy,CH4,3.19
Tamil Nadu,2023,Industry,CO,1.35
Tamil Nadu,2023,Industry,CO2,57.83
Tamil Nadu,2023,Industry,CH4,1.94
Tamil Nadu,2023,Transportation,CO,1.92
Tamil Nadu,2023,Transportation,CO2,33.39
Tamil Nadu,2023,Transportation,CH4,1.22
Tamil Nadu,2023,Agriculture,CO,0.56
Tamil Nadu,2023,Agriculture,CO2,14.85
Tamil Nadu,2023,Agriculture,CH4,10.1
Tamil Nadu,2023,Waste Management,CO,0.38
Tamil Nadu,2023,Waste Management,CO2,3.74
Tamil Nadu,2023,Waste Management,CH4,7.43
Tamil Nadu,2024,Energy,CO,2.47
Tamil Nadu,2024,Energy,CO2,44.92
Tamil Nadu,2024,Energy,CH4,3.99
Tamil Nadu,2024,Industry,CO,1.0
Tamil Nadu,2024,Industry,CO2,58.16
Tamil Nadu,2024,Industry,CH4,3.04
Tamil Nadu,2024,Transportation,CO,3.63
Tamil Nadu,2024,Transportation,CO2,21.5
Tamil Nadu,2024,Transportation,CH4,1.43
Tamil Nadu,2024,Agriculture,CO,0.31
Tamil Nadu,2024,Agriculture,CO2,11.08
Tamil Nadu,2024,Agriculture,CH4,4.67
Tamil Nadu,2024,Waste Management,CO,0.4
Tamil Nadu,2024,Waste Management,CO2,5.65
Tamil Nadu,2024,Waste Management,CH4,5.11
Telangana,2010,Energy,CO,3.44
Telangana,2010,Energy,CO2,51.27
Telangana,2010,Energy,CH4,2.5
Telangana,2010,Industry,CO,2.62
Telangana,2010,Industry,CO2,46.28
Telangana,2010,Industry,CH4,2.7
Telangana,2010,Transportation,CO,3.8
Telangana,2010,Transportation,CO2,25.56
Telangana,2010,Transportation,CH4,0.95
Telangana,2010,Agriculture,CO,0.34
Telangana,2010,Agriculture,CO2,12.71
Telangana,2010,Agriculture,CH4,6.44
Telangana,2010,Waste Management,CO,0.22
Telangana,2010,Waste Management,CO2,2.72
Telangana,2010,Waste Management,CH4,5.11
Telangana,2011,Energy,CO,3.22
Telangana,2011,Energy,CO2,56.26
Telangana,2011,Energy,CH4,4.21
Telangana,2011,Industry,CO,1.4
Telangana,2011,Industry,CO2,39.44
Telangana,2011,Industry,CH4,2.87
Telangana,2011,Transportation,CO,2.31
Telangana,2011,Transportation,CO2,36.48
Telangana,2011,Transportation,CH4,1.2
Telangana,2011,Agriculture,CO,0.52
Telangana,2011,Agriculture,CO2,11.04
Telangana,2011,Agriculture,CH4,8.84
Telangana,2011,Waste Management,CO,0.35
Telangana,2011,Waste Management,CO2,3.85
Telangana,2011,Waste Management,CH4,7.51
Telangana,2012,Energy,CO,3.49
Telangana,2012,Energy,CO2,68.18
Telangana,2012,Energy,CH4,2.92
Telangana,2012,Industry,CO,1.42
Telangana,2012,Industry,CO2,25.4
Telangana,2012,Industry,CH4,3.26
Telangana,2012,Transportation,CO,4.17
Telangana,2012,Transportation,CO2,32.28
Telangana,2012,Transportation,CH4,0.56
Telangana,2012,Agriculture,CO,0.7
Telangana,2012,Agriculture,CO2,9.35
Telangana,2012,Agriculture,CH4,6.45
Telangana,2012,Waste Management,CO,0.17
Telangana,2012,Waste Management,CO2,3.79
Telangana,2012,Waste Management,CH4,9.03
Telangana,2013,Energy,CO,1.84
Telangana,2013,Energy,CO2,29.27
Telangana,2013,Energy,CH4,2.74
Telangana,2013,Industry,CO,1.73
Telangana,2013,Industry,CO2,40.89
Telangana,2013,Industry,CH4,2.02
Telangana,2013,Transportation,CO,2.71
Telangana,2013,Transportation,CO2,17.21
Telangana,2013,Transportation,CH4,1.05
Telangana,2013,Agriculture,CO,0.5
Telangana,2013,Agriculture,CO2,8.68
Telangana,2013,Agriculture,CH4,4.65
Telangana,2013,Waste Management,CO,0.42
Telangana,2013,Waste Management,CO2,6.69
Telangana,2013,Waste Management,CH4,6.83
Telangana,2014,Energy,CO,2.24
Telangana,2014,Energy,CO2,51.23
Telangana,2014,Energy,CH4,2.16
Telangana,2014,Industry,CO,1.97
Telangana,2014,Industry,CO2,34.59
Telangana,2014,Industry,CH4,2.33
Telangana,2014,Transportation,CO,3.78
Telangana,2014,Transportation,CO2,41.55
Telangana,2014,Transportation,CH4,1.12
Telangana,2014,Agriculture,CO,0.47
Telangana,2014,Agriculture,CO2,8.26
Telangana,2014,Agriculture,CH4,8.96
Telangana,2014,Waste Management,CO,0.19
Telangana,2014,Waste Management,CO2,2.55
Telangana,2014,Waste Management,CH4,9.13
Telangana,2015,Energy,CO,1.64
Telangana,2015,Energy,CO2,68.68
Telangana,2015,Energy,CH4,3.45
Telangana,2015,Industry,CO,2.35
Telangana,2015,Industry,CO2,45.07
Telangana,2015,Industry,CH4,1.97
Telangana,2015,Transportation,CO,2.06
Telangana,2015,Transportation,CO2,24.2
Telangana,2015,Transportation,CH4,0.64
Telangana,2015,Agriculture,CO,0.53
Telangana,2015,Agriculture,CO2,7.52
Telangana,2015,Agriculture,CH4,10.79
Telangana,2015,Waste Management,CO,0.4
Telangana,2015,Waste Management,CO2,3.7
Telangana,2015,Waste Management,CH4,4.22
Telangana,2016,Energy,CO,2.44
Telangana,2016,Energy,CO2,65.07
Telangana,2016,Energy,CH4,3.02
Telangana,2016,Industry,CO,2.24
Telangana,2016,Industry,CO2,52.45
Telangana,2016,Industry,CH4,1.38
Telangana,2016,Transportation,CO,3.5
Telangana,2016,Transportation,CO2,32.46
Telangana,2016,Transportation,CH4,1.12
Telangana,2016,Agriculture,CO,0.59
Telangana,2016,Agriculture,CO2,14.26
Telangana,2016,Agriculture,CH4,11.45
Telangana,2016,Waste Management,CO,0.32
Telangana,2016,Waste Management,CO2,3.27
Telangana,2016,Waste Management,CH4,6.82
Telangana,2017,Energy,CO,3.55
Telangana,2017,Energy,CO2,45.58
Telangana,2017,Energy,CH4,3.29
Telangana,2017,Industry,CO,1.73
Telangana,2017,Industry,CO2,41.98
Telangana,2017,Industry,CH4,2.9
Telangana,2017,Transportation,CO,4.48
Telangana,2017,Transportation,CO2,15.05
Telangana,2017,Transportation,CH4,0.93
Telangana,2017,Agriculture,CO,0.68
Telangana,2017,Agriculture,CO2,7.46
Telangana,2017,Agriculture,CH4,11.33
Telangana,2017,Waste Management,CO,0.37
Telangana,2017,Waste Management,CO2,7.34
Telangana,2017,Waste Management,CH4,9.44
Telangana,2018,Energy,CO,3.49
Telangana,2018,Energy,CO2,66.39
Telangana,2018,Energy,CH4,3.32
Telangana,2018,Industry,CO,2.34
Telangana,2018,Industry,CO2,21.55
Telangana,2018,Industry,CH4,2.58
Telangana,2018,Transportation,CO,2.38
Telangana,2018,Transportation,CO2,26.19
Telangana,2018,Transportation,CH4,0.7
Telangana,2018,Agriculture,CO,0.68
Telangana,2018,Agriculture,CO2,7.93
Telangana,2018,Agriculture,CH4,9.68
Telangana,2018,Waste Management,CO,0.25
Telangana,2018,Waste Management,CO2,6.1
Telangana,2018,Waste Management,CH4,8.45
Telangana,2019,Energy,CO,3.54
Telangana,2019,Energy,CO2,63.2
Telangana,2019,Energy,CH4,1.75
Telangana,2019,Industry,CO,2.27
Telangana,2019,Industry,CO2,20.76
Telangana,2019,Industry,CH4,2.84
Telangana,2019,Transportation,CO,3.57
Telangana,2019,Transportation,CO2,20.28
Telangana,2019,Transportation,CH4,1.13
Telangana,2019,Agriculture,CO,0.71
Telangana,2019,Agriculture,CO2,9.46
Telangana,2019,Agriculture,CH4,9.36
Telangana,2019,Waste Management,CO,0.16
Telangana,2019,Waste Management,CO2,6.19
Telangana,2019,Waste Management,CH4,9.2
Telangana,2020,Energy,CO,2.55
Telangana,2020,Energy,CO2,73.51
Telangana,2020,Energy,CH4,4.39
Telangana,2020,Industry,CO,1.77
Telangana,2020,Industry,CO2,29.42
Telangana,2020,Industry,CH4,2.95
Telangana,2020,Transportation,CO,3.36
Telangana,2020,Transportation,CO2,15.86
Telangana,2020,Transportation,CH4,1.11
Telangana,2020,Agriculture,CO,0.34
Telangana,2020,Agriculture,CO2,7.63
Telangana,2020,Agriculture,CH4,8.68
Telangana,2020,Waste Management,CO,0.41
Telangana,2020,Waste Management,CO2,5.98
Telangana,2020,Waste Management,CH4,5.7
Telangana,2021,Energy,CO,1.64
Telangana,2021,Energy,CO2,31.6
Telangana,2021,Energy,CH4,3.49
Telangana,2021,Industry,CO,0.95
Telangana,2021,Industry,CO2,35.99
Telangana,2021,Industry,CH4,2.94
Telangana,2021,Transportation,CO,2.14
Telangana,2021,Transportation,CO2,36.09
Telangana,2021,Transportation,CH4,1.09
Telangana,2021,Agriculture,CO,0.72
Telangana,2021,Agriculture,CO2,13.76
Telangana,2021,Agriculture,CH4,10.17
Telangana,2021,Waste Management,CO,0.26
Telangana,2021,Waste Management,CO2,4.73
Telangana,2021,Waste Management,CH4,6.68
Telangana,2022,Energy,CO,2.08
Telangana,2022,Energy,CO2,57.19
Telangana,2022,Energy,CH4,3.66
Telangana,2022,Industry,CO,1.97
Telangana,2022,Industry,CO2,28.16
Telangana,2022,Industry,CH4,1.48
Telangana,2022,Transportation,CO,2.18
Telangana,2022,Transportation,CO2,30.92
Telangana,2022,Transportation,CH4,1.16
Telangana,2022,Agriculture,CO,0.56
Telangana,2022,Agriculture,CO2,10.44
Telangana,2022,Agriculture,CH4,9.03
Telangana,2022,Waste Management,CO,0.45
Telangana,2022,Waste Management,CO2,4.48
Telangana,2022,Waste Management,CH4,8.0
Telangana,2023,Energy,CO,3.35
Telangana,2023,Energy,CO2,42.11
Telangana,2023,Energy,CH4,3.1
Telangana,2023,Industry,CO,1.52
Telangana,2023,Industry,CO2,38.4
Telangana,2023,Industry,CH4,1.86
Telangana,2023,Transportation,CO,3.13
Telangana,2023,Transportation,CO2,33.11
Telangana,2023,Transportation,CH4,0.53
Telangana,2023,Agriculture,CO,0.29
Telangana,2023,Agriculture,CO2,11.96
Telangana,2023,Agriculture,CH4,4.06
Telangana,2023,Waste Management,CO,0.27
Telangana,2023,Waste Management,CO2,4.93
Telangana,2023,Waste Management,CH4,4.74
Telangana,2024,Energy,CO,2.41
Telangana,2024,Energy,CO2,31.79
Telangana,2024,Energy,CH4,3.09
Telangana,2024,Industry,CO,2.15
Telangana,2024,Industry,CO2,35.01
Telangana,2024,Industry,CH4,2.13
Telangana,2024,Transportation,CO,4.38
Telangana,2024,Transportation,CO2,23.54
Telangana,2024,Transportation,CH4,0.51
Telangana,2024,Agriculture,CO,0.65
Telangana,2024,Agriculture,CO2,14.38
Telangana,2024,Agriculture,CH4,4.05
Telangana,2024,Waste Management,CO,0.35
Telangana,2024,Waste Management,CO2,5.75
Telangana,2024,Waste Management,CH4,7.94
Tripura,2010,Energy,CO,1.37
Tripura,2010,Energy,CO2,28.67
Tripura,2010,Energy,CH4,4.39
Tripura,2010,Industry,CO,1.11
Tripura,2010,Industry,CO2,35.25
Tripura,2010,Industry,CH4,1.66
Tripura,2010,Transportation,CO,2.8
Tripura,2010,Transportation,CO2,40.67
Tripura,2010,Transportation,CH4,0.52
Tripura,2010,Agriculture,CO,0.62
Tripura,2010,Agriculture,CO2,11.27
Tripura,2010,Agriculture,CH4,4.69
Tripura,2010,Waste Management,CO,0.15
Tripura,2010,Waste Management,CO2,7.48
Tripura,2010,Waste Management,CH4,5.31
Tripura,2011,Energy,CO,3.4
Tripura,2011,Energy,CO2,64.64
Tripura,2011,Energy,CH4,3.75
Tripura,2011,Industry,CO,1.13
Tripura,2011,Industry,CO2,24.69
Tripura,2011,Industry,CH4,3.5
Tripura,2011,Transportation,CO,3.7
Tripura,2011,Transportation,CO2,21.34
Tripura,2011,Transportation,CH4,1.11
Tripura,2011,Agriculture,CO,0.36
Tripura,2011,Agriculture,CO2,9.18
Tripura,2011,Agriculture,CH4,6.7
Tripura,2011,Waste Management,CO,0.44
Tripura,2011,Waste Management,CO2,3.09
Tripura,2011,Waste Management,CH4,9.06
Tripura,2012,Energy,CO,1.34
Tripura,2012,Energy,CO2,33.38
Tripura,2012,Energy,CH4,3.19
Tripura,2012,Industry,CO,2.16
Tripura,2012,Industry,CO2,32.45
Tripura,2012,Industry,CH4,3.3
Tripura,2012,Transportation,CO,3.25
Tripura,2012,Transportation,CO2,33.5
Tripura,2012,Transportation,CH4,0.69
Tripura,2012,Agriculture,CO,0.41
Tripura,2012,Agriculture,CO2,11.3
Tripura,2012,Agriculture,CH4,7.64
Tripura,2012,Waste Management,CO,0.24
Tripura,2012,Waste Management,CO2,3.68
Tripura,2012,Waste Management,CH4,7.92
Tripura,2013,Energy,CO,3.27
Tripura,2013,Energy,CO2,57.58
Tripura,2013,Energy,CH4,1.51
Tripura,2013,Industry,CO,2.32
Tripura,2013,Industry,CO2,56.24
Tripura,2013,Industry,CH4,1.42
Tripura,2013,Transportation,CO,4.45
Tripura,2013,Transportation,CO2,24.02
Tripura,2013,Transportation,CH4,0.67
Tripura,2013,Agriculture,CO,0.71
Tripura,2013,Agriculture,CO2,12.29
Tripura,2013,Agriculture,CH4,4.19
Tripura,2013,Waste Management,CO,0.31
Tripura,2013,Waste Management,CO2,4.05
Tripura,2013,Waste Management,CH4,5.6
Tripura,2014,Energy,CO,1.39
Tripura,2014,Energy,CO2,52.16
Tripura,2014,Energy,CH4,4.13
Tripura,2014,Industry,CO,2.23
Tripura,2014,Industry,CO2,29.41
Tripura,2014,Industry,CH4,1.34
Tripura,2014,Transportation,CO,2.27
Tripura,2014,Transportation,CO2,21.85
Tripura,2014,Transportation,CH4,0.96
Tripura,2014,Agriculture,CO,0.3
Tripura,2014,Agriculture,CO2,5.62
Tripura,2014,Agriculture,CH4,8.58
Tripura,2014,Waste Management,CO,0.26
Tripura,2014,Waste Management,CO2,5.9
Tripura,2014,Waste Management,CH4,3.86
Tripura,2015,Energy,CO,1.67
Tripura,2015,Energy,CO2,48.11
Tripura,2015,Energy,CH4,2.19
Tripura,2015,Industry,CO,2.4
Tripura,2015,Industry,CO2,56.03
Tripura,2015,Industry,CH4,3.42
Tripura,2015,Transportation,CO,2.58
Tripura,2015,Transportation,CO2,43.05
Tripura,2015,Transportation,CH4,0.84
Tripura,2015,Agriculture,CO,0.56
Tripura,2015,Agriculture,CO2,6.89
Tripura,2015,Agriculture,CH4,8.98
Tripura,2015,Waste Management,CO,0.27
Tripura,2015,Waste Management,CO2,7.37
Tripura,2015,Waste Management,CH4,7.39
Tripura,2016,Energy,CO,1.82
Tripura,2016,Energy,CO2,44.71
Tripura,2016,Energy,CH4,2.65
Tripura,2016,Industry,CO,1.9
Tripura,2016,Industry,CO2,20.04
Tripura,2016,Industry,CH4,2.95
Tripura,2016,Transportation,CO,3.65
Tripura,2016,Transportation,CO2,29.39
Tripura,2016,Transportation,CH4,0.77
Tripura,2016,Agriculture,CO,0.33
Tripura,2016,Agriculture,CO2,12.2
Tripura,2016,Agriculture,CH4,6.97
Tripura,2016,Waste Management,CO,0.34
Tripura,2016,Waste Management,CO2,2.69
Tripura,2016,Waste Management,CH4,3.51
Tripura,2017,Energy,CO,1.96
Tripura,2017,Energy,CO2,35.57
Tripura,2017,Energy,CH4,2.03
Tripura,2017,Industry,CO,1.99
Tripura,2017,Industry,CO2,25.79
Tripura,2017,Industry,CH4,3.29
Tripura,2017,Transportation,CO,4.46
Tripura,2017,Transportation,CO2,42.21
Tripura,2017,Transportation,CH4,1.4
Tripura,2017,Agriculture,CO,0.38
Tripura,2017,Agriculture,CO2,10.74
Tripura,2017,Agriculture,CH4,5.53
Tripura,2017,Waste Management,CO,0.18
Tripura,2017,Waste Management,CO2,5.65
Tripura,2017,Waste Management,CH4,7.08
Tripura,2018,Energy,CO,2.41
Tripura,2018,Energy,CO2,60.99
Tripura,2018,Energy,CH4,1.99
Tripura,2018,Industry,CO,1.17
Tripura,2018,Industry,CO2,31.23
Tripura,2018,Industry,CH4,2.64
Tripura,2018,Transportation,CO,2.7
Tripura,2018,Transportation,CO2,28.85
Tripura,2018,Transportation,CH4,0.87
Tripura,2018,Agriculture,CO,0.37
Tripura,2018,Agriculture,CO2,11.82
Tripura,2018,Agriculture,CH4,9.36
Tripura,2018,Waste Management,CO,0.21
Tripura,2018,Waste Management,CO2,5.87
Tripura,2018,Waste Management,CH4,9.63
Tripura,2019,Energy,CO,2.96
Tripura,2019,Energy,CO2,26.22
Tripura,2019,Energy,CH4,3.54
Tripura,2019,Industry,CO,2.33
Tripura,2019,Industry,CO2,39.57
Tripura,2019,Industry,CH4,1.39
Tripura,2019,Transportation,CO,3.29
Tripura,2019,Transportation,CO2,40.36
Tripura,2019,Transportation,CH4,0.71
Tripura,2019,Agriculture,CO,0.67
Tripura,2019,Agriculture,CO2,9.5
Tripura,2019,Agriculture,CH4,6.32
Tripura,2019,Waste Management,CO,0.17
Tripura,2019,Waste Management,CO2,4.32
Tripura,2019,Waste Management,CH4,5.69
Tripura,2020,Energy,CO,2.92
Tripura,2020,Energy,CO2,43.58
Tripura,2020,Energy,CH4,2.4
Tripura,2020,Industry,CO,2.11
Tripura,2020,Industry,CO2,31.83
Tripura,2020,Industry,CH4,2.05
Tripura,2020,Transportation,CO,2.63
Tripura,2020,Transportation,CO2,44.85
Tripura,2020,Transportation,CH4,0.98
Tripura,2020,Agriculture,CO,0.58
Tripura,2020,Agriculture,CO2,7.43
