state,year,sector,carbon_type,emission_(metric_tons)
Rajasthan,2021,Agriculture,CO,0.7
Rajasthan,2021,Agriculture,CO2,9.34
Rajasthan,2021,Agriculture,CH4,9.52
Rajasthan,2021,Waste Management,CO,0.23
Rajasthan,2021,Waste Management,CO2,3.06
Rajasthan,2021,Waste Management,CH4,5.68
Rajasthan,2022,Energy,CO,2.03
Rajasthan,2022,Energy,CO2,29.59
Rajasthan,2022,Energy,CH4,1.58
Rajasthan,2022,Industry,CO,1.73
Rajasthan,2022,Industry,CO2,41.24
Rajasthan,2022,Industry,CH4,3.39
Rajasthan,2022,Transportation,CO,4.28
Rajasthan,2022,Transportation,CO2,32.88
Rajasthan,2022,Transportation,CH4,0.91
Rajasthan,2022,Agriculture,CO,0.64
Rajasthan,2022,Agriculture,CO2,5.71
Rajasthan,2022,Agriculture,CH4,6.02
Rajasthan,2022,Waste Management,CO,0.31
Rajasthan,2022,Waste Management,CO2,2.84
Rajasthan,2022,Waste Management,CH4,7.76
Rajasthan,2023,Energy,CO,1.37
Rajasthan,2023,Energy,CO2,52.26
Rajasthan,2023,Energy,CH4,2.6
Rajasthan,2023,Industry,CO,1.13
Rajasthan,2023,Industry,CO2,39.21
Rajasthan,2023,Industry,CH4,3.39
Rajasthan,2023,Transportation,CO,2.65
Rajasthan,2023,Transportation,CO2,34.0
Rajasthan,2023,Transportation,CH4,1.09
Rajasthan,2023,Agriculture,CO,0.39
Rajasthan,2023,Agriculture,CO2,9.03
Rajasthan,2023,Agriculture,CH4,6.42
Rajasthan,2023,Waste Management,CO,0.24
Rajasthan,2023,Waste Management,CO2,3.26
Rajasthan,2023,Waste Management,CH4,6.72
Rajasthan,2024,Energy,CO,1.61
Rajasthan,2024,Energy,CO2,34.08
Rajasthan,2024,Energy,CH4,1.91
Rajasthan,2024,Industry,CO,1.47
Rajasthan,2024,Industry,CO2,38.37
Rajasthan,2024,Industry,CH4,1.83
Rajasthan,2024,Transportation,CO,3.96
Rajasthan,2024,Transportation,CO2,22.93
Rajasthan,2024,Transportation,CH4,1.0
Rajasthan,2024,Agriculture,CO,0.43
Rajasthan,2024,Agriculture,CO2,8.4
Rajasthan,2024,Agriculture,CH4,9.03
Rajasthan,2024,Waste Management,CO,0.23
Rajasthan,2024,Waste Management,CO2,3.14
Rajasthan,2024,Waste Management,CH4,3.33
Sikkim,2010,Energy,CO,3.46
Sikkim,2010,Energy,CO2,25.86
Sikkim,2010,Energy,CH4,3.63
Sikkim,2010,Industry,CO,2.44
Sikkim,2010,Industry,CO2,52.35
Sikkim,2010,Industry,CH4,3.67
Sikkim,2010,Transportation,CO,3.84
Sikkim,2010,Transportation,CO2,42.22
Sikkim,2010,Transportation,CH4,0.63
Sikkim,2010,Agriculture,CO,0.35
Sikkim,2010,Agriculture,CO2,5.73
Sikkim,2010,Agriculture,CH4,7.47
Sikkim,2010,Waste Management,CO,0.43
Sikkim,2010,Waste Management,CO2,2.93
Sikkim,2010,Waste Management,CH4,4.68
Sikkim,2011,Energy,CO,1.44
Sikkim,2011,Energy,CO2,51.24
Sikkim,2011,Energy,CH4,2.77
Sikkim,2011,Industry,CO,1.82
Sikkim,2011,Industry,CO2,23.33
Sikkim,2011,Industry,CH4,2.76
Sikkim,2011,Transportation,CO,2.07
Sikkim,2011,Transportation,CO2,38.16
Sikkim,2011,Transportation,CH4,0.8
Sikkim,2011,Agriculture,CO,0.63
Sikkim,2011,Agriculture,CO2,6.76
Sikkim,2011,Agriculture,CH4,7.49
Sikkim,2011,Waste Management,CO,0.38
Sikkim,2011,Waste Management,CO2,7.02
Sikkim,2011,Waste Management,CH4,9.51
Sikkim,2012,Energy,CO,2.27
Sikkim,2012,Energy,CO2,63.95
Sikkim,2012,Energy,CH4,2.32
Sikkim,2012,Industry,CO,1.84
Sikkim,2012,Industry,CO2,30.71
Sikkim,2012,Industry,CH4,2.61
Sikkim,2012,Transportation,CO,3.87
Sikkim,2012,Transportation,CO2,21.08
Sikkim,2012,Transportation,CH4,0.91
Sikkim,2012,Agriculture,CO,0.69
Sikkim,2012,Agriculture,CO2,7.5
Sikkim,2012,Agriculture,CH4,5.69
Sikkim,2012,Waste Management,CO,0.15
Sikkim,2012,Waste Management,CO2,2.55
Sikkim,2012,Waste Management,CH4,4.89
Sikkim,2013,Energy,CO,2.93
Sikkim,2013,Energy,CO2,48.4
Sikkim,2013,Energy,CH4,3.2
Sikkim,2013,Industry,CO,1.41
Sikkim,2013,Industry,CO2,39.48
Sikkim,2013,Industry,CH4,1.84
Sikkim,2013,Transportation,CO,2.72
Sikkim,2013,Transportation,CO2,28.15
Sikkim,2013,Transportation,CH4,0.75
Sikkim,2013,Agriculture,CO,0.37
Sikkim,2013,Agriculture,CO2,7.77
Sikkim,2013,Agriculture,CH4,7.2
Sikkim,2013,Waste Management,CO,0.26
Sikkim,2013,Waste Management,CO2,6.19
Sikkim,2013,Waste Management,CH4,7.07
Sikkim,2014,Energy,CO,3.34
Sikkim,2014,Energy,CO2,25.98
Sikkim,2014,Energy,CH4,3.17
Sikkim,2014,Industry,CO,1.01
Sikkim,2014,Industry,CO2,25.97
Sikkim,2014,Industry,CH4,1.82
Sikkim,2014,Transportation,CO,3.33
Sikkim,2014,Transportation,CO2,42.17
Sikkim,2014,Transportation,CH4,1.03
Sikkim,2014,Agriculture,CO,0.65
Sikkim,2014,Agriculture,CO2,13.25
Sikkim,2014,Agriculture,CH4,11.9
Sikkim,2014,Waste Management,CO,0.38
Sikkim,2014,Waste Management,CO2,3.16
Sikkim,2014,Waste Management,CH4,4.96
Sikkim,2015,Energy,CO,3.45
Sikkim,2015,Energy,CO2,54.37
Sikkim,2015,Energy,CH4,4.19
Sikkim,2015,Industry,CO,2.48
Sikkim,2015,Industry,CO2,34.91
Sikkim,2015,Industry,CH4,1.41
Sikkim,2015,Transportation,CO,4.46
Sikkim,2015,Transportation,CO2,38.52
Sikkim,2015,Transportation,CH4,0.95
Sikkim,2015,Agriculture,CO,0.44
Sikkim,2015,Agriculture,CO2,7.48
Sikkim,2015,Agriculture,CH4,4.05
Sikkim,2015,Waste Management,CO,0.31
Sikkim,2015,Waste Management,CO2,3.46
Sikkim,2015,Waste Management,CH4,9.38
Sikkim,2016,Energy,CO,1.34
Sikkim,2016,Energy,CO2,68.21
Sikkim,2016,Energy,CH4,4.21
Sikkim,2016,Industry,CO,2.28
Sikkim,2016,Industry,CO2,30.51
Sikkim,2016,Industry,CH4,2.9
Sikkim,2016,Transportation,CO,2.42
Sikkim,2016,Transportation,CO2,41.03
Sikkim,2016,Transportation,CH4,1.23
Sikkim,2016,Agriculture,CO,0.53
Sikkim,2016,Agriculture,CO2,5.89
Sikkim,2016,Agriculture,CH4,7.0
Sikkim,2016,Waste Management,CO,0.15
Sikkim,2016,Waste Management,CO2,4.54
Sikkim,2016,Waste Management,CH4,8.07
Sikkim,2017,Energy,CO,2.93
Sikkim,2017,Energy,CO2,28.17
Sikkim,2017,Energy,CH4,2.59
Sikkim,2017,Industry,CO,1.81
Sikkim,2017,Industry,CO2,29.07
Sikkim,2017,Industry,CH4,1.36
Sikkim,2017,Transportation,CO,4.34
Sikkim,2017,Transportation,CO2,38.91
Sikkim,2017,Transportation,CH4,1.08
Sikkim,2017,Agriculture,CO,0.36
Sikkim,2017,Agriculture,CO2,6.52
Sikkim,2017,Agriculture,CH4,4.8
Sikkim,2017,Waste Management,CO,0.34
Sikkim,2017,Waste Management,CO2,6.79
Sikkim,2017,Waste Management,CH4,5.4
Sikkim,2018,Energy,CO,3.47
Sikkim,2018,Energy,CO2,65.85
Sikkim,2018,Energy,CH4,4.22
Sikkim,2018,Industry,CO,2.24
Sikkim,2018,Industry,CO2,46.58
Sikkim,2018,Industry,CH4,3.22
Sikkim,2018,Transportation,CO,3.77
Sikkim,2018,Transportation,CO2,18.79
Sikkim,2018,Transportation,CH4,0.92
Sikkim,2018,Agriculture,CO,0.44
Sikkim,2018,Agriculture,CO2,10.64
Sikkim,2018,Agriculture,CH4,10.99
Sikkim,2018,Waste Management,CO,0.2
Sikkim,2018,Waste Management,CO2,4.37
Sikkim,2018,Waste Management,CH4,3.83
Sikkim,2019,Energy,CO,3.69
Sikkim,2019,Energy,CO2,64.36
Sikkim,2019,Energy,CH4,4.44
Sikkim,2019,Industry,CO,1.87
Sikkim,2019,Industry,CO2,26.95
Sikkim,2019,Industry,CH4,1.48
Sikkim,2019,Transportation,CO,1.8
Sikkim,2019,Transportation,CO2,20.75
Sikkim,2019,Transportation,CH4,0.63
Sikkim,2019,Agriculture,CO,0.4
Sikkim,2019,Agriculture,CO2,6.67
Sikkim,2019,Agriculture,CH4,7.86
Sikkim,2019,Waste Management,CO,0.31
Sikkim,2019,Waste Management,CO2,4.91
Sikkim,2019,Waste Management,CH4,6.65
Sikkim,2020,Energy,CO,2.4
Sikkim,2020,Energy,CO2,62.88
Sikkim,2020,Energy,CH4,3.57
Sikkim,2020,Industry,CO,2.59
Sikkim,2020,Industry,CO2,25.69
Sikkim,2020,Industry,CH4,2.07
Sikkim,2020,Transportation,CO,1.91
Sikkim,2020,Transportation,CO2,17.35
Sikkim,2020,Transportation,CH4,0.85
Sikkim,2020,Agriculture,CO,0.6
Sikkim,2020,Agriculture,CO2,8.56
Sikkim,2020,Agriculture,CH4,10.32
Sikkim,2020,Waste Management,CO,0.29
Sikkim,2020,Waste Management,CO2,2.92
Sikkim,2020,Waste Management,CH4,5.06
Sikkim,2021,Energy,CO,3.71
Sikkim,2021,Energy,CO2,60.7
Sikkim,2021,Energy,CH4,4.01
Sikkim,2021,Industry,CO,2.12
Sikkim,2021,Industry,CO2,21.7
Sikkim,2021,Industry,CH4,1.94
Sikkim,2021,Transportation,CO,3.56
Sikkim,2021,Transportation,CO2,17.98
Sikkim,2021,Transportation,CH4,1.41
Sikkim,2021,Agriculture,CO,0.59
Sikkim,2021,Agriculture,CO2,5.24
Sikkim,2021,Agriculture,CH4,9.05
Sikkim,2021,Waste Management,CO,0.2
Sikkim,2021,Waste Management,CO2,3.03
Sikkim,2021,Waste Management,CH4,7.97
Sikkim,2022,Energy,CO,3.1
Sikkim,2022,Energy,CO2,56.05
Sikkim,2022,Energy,CH4,2.97
Sikkim,2022,Industry,CO,1.86
Sikkim,2022,Industry,CO2,54.93
Sikkim,2022,Industry,CH4,3.01
Sikkim,2022,Transportation,CO,4.31
Sikkim,2022,Transportation,CO2,36.88
Sikkim,2022,Transportation,CH4,0.99
Sikkim,2022,Agriculture,CO,0.53
Sikkim,2022,Agriculture,CO2,14.97
Sikkim,2022,Agriculture,CH4,6.26
Sikkim,2022,Waste Management,CO,0.4
Sikkim,2022,Waste Management,CO2,3.05
Sikkim,2022,Waste Management,CH4,7.79
Sikkim,2023,Energy,CO,2.71
Sikkim,2023,Energy,CO2,46.58
Sikkim,2023,Energy,CH4,4.04
Sikkim,2023,Industry,CO,2.52
Sikkim,2023,Industry,CO2,58.17
Sikkim,2023,Industry,CH4,1.29
Sikkim,2023,Transportation,CO,3.45
Sikkim,2023,Transportation,CO2,44.44
Sikkim,2023,Transportation,CH4,0.91
Sikkim,2023,Agriculture,CO,0.58
Sikkim,2023,Agriculture,CO2,12.22
Sikkim,2023,Agriculture,CH4,5.36
Sikkim,2023,Waste Management,CO,0.31
Sikkim,2023,Waste Management,CO2,4.74
Sikkim,2023,Waste Management,CH4,4.25
Sikkim,2024,Energy,CO,3.67
Sikkim,2024,Energy,CO2,59.14
Sikkim,2024,Energy,CH4,3.96
Sikkim,2024,Industry,CO,1.06
Sikkim,2024,Industry,CO2,31.67
Sikkim,2024,Industry,CH4,1.33
Sikkim,2024,Transportation,CO,2.36
Sikkim,2024,Transportation,CO2,23.62
Sikkim,2024,Transportation,CH4,1.23
Sikkim,2024,Agriculture,CO,0.37
Sikkim,2024,Agriculture,CO2,13.77
Sikkim,2024,Agriculture,CH4,5.25
Sikkim,2024,Waste Management,CO,0.16
Sikkim,2024,Waste Management,CO2,4.52
Sikkim,2024,Waste Management,CH4,5.6
Tamil Nadu,2010,Energy,CO,3.3
Tamil Nadu,2010,Energy,CO2,35.18
Tamil Nadu,2010,Energy,CH4,2.68
Tamil Nadu,2010,Industry,CO,1.72
Tamil Nadu,2010,Industry,CO2,48.12
Tamil Nadu,2010,Industry,CH4,2.27
Tamil Nadu,2010,Transportation,CO,3.46
Tamil Nadu,2010,Transportation,CO2,34.4
Tamil Nadu,2010,Transportation,CH4,0.61
Tamil Nadu,2010,Agriculture,CO,0.55
Tamil Nadu,2010,Agriculture,CO2,12.6
Tamil Nadu,2010,Agriculture,CH4,4.51
Tamil Nadu,2010,Waste Management,CO,0.34
Tamil Nadu,2010,Waste Management,CO2,5.26
Tamil Nadu,2010,Waste Management,CH4,7.59
Tamil Nadu,2011,Energy,CO,1.28
Tamil Nadu,2011,Energy,CO2,46.79
Tamil Nadu,2011,Energy,CH4,4.07
Tamil Nadu,2011,Industry,CO,2.19
Tamil Nadu,2011,Industry,CO2,24.13
Tamil Nadu,2011,Industry,CH4,3.07
Tamil Nadu,2011,Transportation,CO,3.89
Tamil Nadu,2011,Transportation,CO2,36.42
Tamil Nadu,2011,Transportation,CH4,1.39
Tamil Nadu,2011,Agriculture,CO,0.68
Tamil Nadu,2011,Agriculture,CO2,11.16
Tamil Nadu,2011,Agriculture,CH4,8.09
Tamil Nadu,2011,Waste Management,CO,0.36
Tamil Nadu,2011,Waste Management,CO2,2.8
Tamil Nadu,2011,Waste Management,CH4,9.58
Tamil Nadu,2012,Energy,CO,3.02
Tamil Nadu,2012,Energy,CO2,45.83
Tamil Nadu,2012,Energy,CH4,4.24
Tamil Nadu,2012,Industry,CO,1.36
Tamil Nadu,2012,Industry,CO2,58.14
Tamil Nadu,2012,Industry,CH4,3.02
Tamil Nadu,2012,Transportation,CO,2.93
Tamil Nadu,2012,Transportation,CO2,15.42
Tamil Nadu,2012,Transportation,CH4,0.79
Tamil Nadu,2012,Agriculture,CO,0.59
Tamil Nadu,2012,Agriculture,CO2,8.05
Tamil Nadu,2012,Agriculture,CH4,8.2
Tamil Nadu,2012,Waste Management,CO,0.24
Tamil Nadu,2012,Waste Management,CO2,6.61
Tamil Nadu,2012,Waste Management,CH4,5.68
Tamil Nadu,2013,Energy,CO,1.67
Tamil Nadu,2013,Energy,CO2,44.66
Tamil Nadu,2013,Energy,CH4,1.98
Tamil Nadu,2013,Industry,CO,2.25
Tamil Nadu,2013,Industry,CO2,35.74
Tamil Nadu,2013,Industry,CH4,1.93
Tamil Nadu,2013,Transportation,CO,3.85
Tamil Nadu,2013,Transportation,CO2,27.31
Tamil Nadu,2013,Transportation,CH4,0.77
Tamil Nadu,2013,Agriculture,CO,0.69
Tamil Nadu,2013,Agriculture,CO2,6.71
Tamil Nadu,2013,Agriculture,CH4,10.66
Tamil Nadu,2013,Waste Management,CO,0.19
Tamil Nadu,2013,Waste Management,CO2,3.86
Tamil Nadu,2013,Waste Management,CH4,5.07
Tamil Nadu,2014,Energy,CO,2.81
Tamil Nadu,2014,Energy,CO2,54.59
Tamil Nadu,2014,Energy,CH4,1.97
Tamil Nadu,2014,Industry,CO,1.37
Tamil Nadu,2014,Industry,CO2,44.28
Tamil Nadu,2014,Industry,CH4,2.82
Tamil Nadu,2014,Transportation,CO,2.36
Tamil Nadu,2014,Transportation,CO2,29.72
Tamil Nadu,2014,Transportation,CH4,0.95
Tamil Nadu,2014,Agriculture,CO,0.53
Tamil Nadu,2014,Agriculture,CO2,11.29
Tamil Nadu,2014,Agriculture,CH4,5.86
Tamil Nadu,2014,Waste Management,CO,0.29
Tamil Nadu,2014,Waste Management,CO2,6.03
Tamil Nadu,2014,Waste Management,CH4,6.99
Tamil Nadu,2015,Energy,CO,3.02
Tamil Nadu,2015,Energy,CO2,61.13
Tamil Nadu,2015,Energy,CH4,2.54
Tamil Nadu,2015,Industry,CO,0.95
Tamil Nadu,2015,Industry,CO2,26.28
Tamil Nadu,2015,Industry,CH4,1.91
Tamil Nadu,2015,Transportation,CO,2.87
Tamil Nadu,2015,Transportation,CO2,38.73
Tamil Nadu,2015,Transportation,CH4,0.92
Tamil Nadu,2015,Agriculture,CO,0.75
Tamil Nadu,2015,Agriculture,CO2,7.08
Tamil Nadu,2015,Agriculture,CH4,8.65
Tamil Nadu,2015,Waste Management,CO,0.18
Tamil Nadu,2015,Waste Management,CO2,7.1
Tamil Nadu,2015,Waste Management,CH4,3.42
Tamil Nadu,2016,Energy,CO,1.36
Tamil Nadu,2016,Energy,CO2,70.62
Tamil Nadu,2016,Energy,CH4,4.12
Tamil Nadu,2016,Industry,CO,2.38
Tamil Nadu,2016,Industry,CO2,57.65
Tamil Nadu,2016,Industry,CH4,1.74
Tamil Nadu,2016,Transportation,CO,2.01
Tamil Nadu,2016,Transportation,CO2,40.38
Tamil Nadu,2016,Transportation,CH4,0.75
Tamil Nadu,2016,Agriculture,CO,0.51
Tamil Nadu,2016,Agriculture,CO2,13.43
Tamil Nadu,2016,Agriculture,CH4,8.11
Tamil Nadu,2016,Waste Management,CO,0.33
Tamil Nadu,2016,Waste Management,CO2,3.28
Tamil Nadu,2016,Waste Management,CH4,4.07
Tamil Nadu,2017,Energy,CO,1.92
Tamil Nadu,2017,Energy,CO2,44.93
Tamil Nadu,2017,Energy,CH4,2.0
Tamil Nadu,2017,Industry,CO,2.4
Tamil Nadu,2017,Industry,CO2,52.21
Tamil Nadu,2017,Industry,CH4,2.02
Tamil Nadu,2017,Transportation,CO,4.36
Tamil Nadu,2017,Transportation,CO2,22.72
Tamil Nadu,2017,Transportation,CH4,1.18
Tamil Nadu,2017,Agriculture,CO,0.27
Tamil Nadu,2017,Agriculture,CO2,7.42
Tamil Nadu,2017,Agriculture,CH4,4.36
Tamil Nadu,2017,Waste Management,CO,0.41
Tamil Nadu,2017,Waste Management,CO2,2.81
Tamil Nadu,2017,Waste Management,CH4,8.58
Tamil Nadu,2018,Energy,CO,2.18
Tamil Nadu,2018,Energy,CO2,57.69
Tamil Nadu,2018,Energy,CH4,3.96
Tamil Nadu,2018,Industry,CO,1.64
Tamil Nadu,2018,Industry,CO2,35.47
Tamil Nadu,2018,Industry,CH4,3.12
Tamil Nadu,2018,Transportation,CO,2.58
Tamil Nadu,2018,Transportation,CO2,40.58
Tamil Nadu,2018,Transportation,CH4,1.04
Tamil Nadu,2018,Agriculture,CO,0.31
Tamil Nadu,2018,Agriculture,CO2,6.49
Tamil Nadu,2018,Agriculture,CH4,7.09
Tamil Nadu,2018,Waste Management,CO,0.38
Tamil Nadu,2018,Waste Management,CO2,4.46
Tamil Nadu,2018,Waste Management,CH4,9.33
Tamil Nadu,2019,Energy,CO,3.0
Tamil Nadu,2019,Energy,CO2,56.03
Tamil Nadu,2019,Energy,CH4,2.07
Tamil Nadu,2019,Industry,CO,1.87
Tamil Nadu,2019,Industry,CO2,30.24
Tamil Nadu,2019,Industry,CH4,1.59
Tamil Nadu,2019,Transportation,CO,3.92
Tamil Nadu,2019,Transportation,CO2,25.63
Tamil Nadu,2019,Transportation,CH4,1.31
Tamil Nadu,2019,Agriculture,CO,0.74
Tamil Nadu,2019,Agriculture,CO2,12.81
Tamil Nadu,2019,Agriculture,CH4,11.73
Tamil Nadu,2019,Waste Management,CO,0.28
Tamil Nadu,2019,Waste Management,CO2,2.71
Tamil Nadu,2019,Waste Management,CH4,8.98
Tamil Nadu,2020,Energy,CO,1.52
Tamil Nadu,2020,Energy,CO2,69.62
Tamil Nadu,2020,Energy,CH4,2.46
Tamil Nadu,2020,Industry,CO,2.13
Tamil Nadu,2020,Industry,CO2,25.8
Tamil Nadu,2020,Industry,CH4,1.94
Tamil Nadu,2020,Transportation,CO,3.11
Tamil Nadu,2020,Transportation,CO2,27.98
Tamil Nadu,2020,Transportation,CH4,1.48
Tamil Nadu,2020,Agriculture,CO,0.45
Tamil Nadu,2020,Agriculture,CO2,5.16
Tamil Nadu,2020,Agriculture,CH4,6.54
Tamil Nadu,2020,Waste Management,CO,0.39
Tamil Nadu,2020,Waste Management,CO2,5.13
Tamil Nadu,2020,Waste Management,CH4,6.76
Tamil Nadu,2021,Energy,CO,2.85
Tamil Nadu,2021,Energy,CO2,37.75
Tamil Nadu,2021,Energy,CH4,3.96
Tamil Nadu,2021,Industry,CO,2.02
Tamil Nadu,2021,Industry,CO2,46.85
Tamil Nadu,2021,Industry,CH4,2.28
Tamil Nadu,2021,Transportation,CO,1.89
Tamil Nadu,2021,Transportation,CO2,32.88
Tamil Nadu,2021,Transportation,CH4,1.24
Tamil Nadu,2021,Agriculture,CO,0.45
Tamil Nadu,2021,Agriculture,CO2,13.67
Tamil Nadu,2021,Agriculture,CH4,6.82
Tamil Nadu,2021,Waste Management,CO,0.42
Tamil Nadu,2021,Waste Management,CO2,5.7
Tamil Nadu,2021,Waste Management,CH4,3.3
Tamil Nadu,2022,Energy,CO,2.37
Tamil Nadu,2022,Energy,CO2,72.79
Tamil Nadu,2022,Energy,CH4,3.12
Tamil Nadu,2022,Industry,CO,1.56
Tamil Nadu,2022,Industry,CO2,36.79
Tamil Nadu,2022,Industry,CH4,2.43
Tamil Nadu,2022,Transportation,CO,4.23
Tamil Nadu,2022,Transportation,CO2,32.02
Tamil Nadu,2022,Transportation,CH4,1.47
Tamil Nadu,2022,Agriculture,CO,0.4
Tamil Nadu,2022,Agriculture,CO2,6.11
Tamil Nadu,2022,Agriculture,CH4,4.16
Tamil Nadu,2022,Waste Management,CO,0.38
Tamil Nadu,2022,Waste Management,CO2,6.71
Tamil Nadu,2022,Waste Management,CH4,5.08
Tamil Nadu,2023,Energy,CO,1.41
Tamil Nadu,2023,Energy,CO2,71.76
Tamil Nadu,2023,Energy,CH4,2.3
Tamil Nadu,2023,Industry,CO,1.3
Tamil Nadu,2023,Industry,CO2,20.37
Tamil Nadu,2023,Industry,CH4,2.14
Tamil Nadu,2023,Transportation,CO,3.21
Tamil Nadu,2023,Transportation,CO2,40.52
Tamil Nadu,2023,Transportation,CH4,1.29
Tamil Nadu,2023,Agriculture,CO,0.43
Tamil Nadu,2023,Agriculture,CO2,7.3
Tamil Nadu,2023,Agriculture,CH4,7.71
Tamil Nadu,2023,Waste Management,CO,0.38
Tamil Nadu,2023,Waste Management,CO2,7.25
Tamil Nadu,2023,Waste Management,CH4,6.29
Tamil Nadu,2024,Energy,CO,1.57
Tamil Nadu,2024,Energy,CO2,27.63
Tamil Nadu,2024,Energy,CH4,3.26
Tamil Nadu,2024,Industry,CO,1.84
Tamil Nadu,2024,Industry,CO2,57.7
Tamil Nadu,2024,Industry,CH4,1.29
Tamil Nadu,2024,Transportation,CO,2.42
Tamil Nadu,2024,Transportation,CO2,44.73
Tamil Nadu,2024,Transportation,CH4,0.9
Tamil Nadu,2024,Agriculture,CO,0.31
Tamil Nadu,2024,Agriculture,CO2,9.73
Tamil Nadu,2024,Agriculture,CH4,4.54
Tamil Nadu,2024,Waste Management,CO,0.23
Tamil Nadu,2024,Waste Management,CO2,2.6
Tamil Nadu,2024,Waste Management,CH4,7.58
Telangana,2010,Energy,CO,2.13
Telangana,2010,Energy,CO2,60.22
Telangana,2010,Energy,CH4,3.28
Telangana,2010,Industry,CO,1.15
Telangana,2010,Industry,CO2,49.14
Telangana,2010,Industry,CH4,1.47
Telangana,2010,Transportation,CO,3.61
Telangana,2010,Transportation,CO2,29.13
Telangana,2010,Transportation,CH4,0.92
Telangana,2010,Agriculture,CO,0.48
Telangana,2010,Agriculture,CO2,9.07
Telangana,2010,Agriculture,CH4,11.83
Telangana,2010,Waste Management,CO,0.22
Telangana,2010,Waste Management,CO2,3.34
Telangana,2010,Waste Management,CH4,5.07
Telangana,2011,Energy,CO,2.09
Telangana,2011,Energy,CO2,34.07
Telangana,2011,Energy,CH4,1.69
Telangana,2011,Industry,CO,1.0
Telangana,2011,Industry,CO2,56.24
Telangana,2011,Industry,CH4,1.35
Telangana,2011,Transportation,CO,2.29
Telangana,2011,Transportation,CO2,15.22
Telangana,2011,Transportation,CH4,1.13
Telangana,2011,Agriculture,CO,0.68
Telangana,2011,Agriculture,CO2,11.09
Telangana,2011,Agriculture,CH4,4.1
Telangana,2011,Waste Management,CO,0.39
Telangana,2011,Waste Management,CO2,5.73
Telangana,2011,Waste Management,CH4,5.35
Telangana,2012,Energy,CO,1.39
Telangana,2012,Energy,CO2,58.22
Telangana,2012,Energy,CH4,4.27
Telangana,2012,Industry,CO,1.09
Telangana,2012,Industry,CO2,48.43
Telangana,2012,Industry,CH4,1.89
Telangana,2012,Transportation,CO,1.83
Telangana,2012,Transportation,CO2,38.67
Telangana,2012,Transportation,CH4,1.29
Telangana,2012,Agriculture,CO,0.6
Telangana,2012,Agriculture,CO2,12.21
Telangana,2012,Agriculture,CH4,11.15
Telangana,2012,Waste Management,CO,0.42
Telangana,2012,Waste Management,CO2,6.18
Telangana,2012,Waste Management,CH4,3.53
Telangana,2013,Energy,CO,2.18
Telangana,2013,Energy,CO2,63.47
Telangana,2013,Energy,CH4,3.49
Telangana,2013,Industry,CO,1.48
Telangana,2013,Industry,CO2,26.18
Telangana,2013,Industry,CH4,1.42
Telangana,2013,Transportation,CO,3.64
Telangana,2013,Transportation,CO2,16.01
Telangana,2013,Transportation,CH4,1.31
Telangana,2013,Agriculture,CO,0.57
Telangana,2013,Agriculture,CO2,8.7
Telangana,2013,Agriculture,CH4,11.79
Telangana,2013,Waste Management,CO,0.16
Telangana,2013,Waste Management,CO2,6.51
Telangana,2013,Waste Management,CH4,9.62
Telangana,2014,Energy,CO,3.5
Telangana,2014,Energy,CO2,61.49
Telangana,2014,Energy,CH4,2.45
Telangana,2014,Industry,CO,1.74
Telangana,2014,Industry,CO2,20.59
Telangana,2014,Industry,CH4,2.5
Telangana,2014,Transportation,CO,4.04
Telangana,2014,Transportation,CO2,20.04
Telangana,2014,Transportation,CH4,0.79
Telangana,2014,Agriculture,CO,0.67
Telangana,2014,Agriculture,CO2,12.76
Telangana,2014,Agriculture,CH4,10.15
Telangana,2014,Waste Management,CO,0.29
Telangana,2014,Waste Management,CO2,2.51
Telangana,2014,Waste Management,CH4,7.78
Telangana,2015,Energy,CO,2.84
Telangana,2015,Energy,CO2,27.44
Telangana,2015,Energy,CH4,1.67
Telangana,2015,Industry,CO,1.96
Telangana,2015,Industry,CO2,56.48
Telangana,2015,Industry,CH4,1.7
Telangana,2015,Transportation,CO,3.92
Telangana,2015,Transportation,CO2,32.39
Telangana,2015,Transportation,CH4,1.31
Telangana,2015,Agriculture,CO,0.29
Telangana,2015,Agriculture,CO2,6.38
Telangana,2015,Agriculture,CH4,11.6
Telangana,2015,Waste Management,CO,0.18
Telangana,2015,Waste Management,CO2,6.74
Telangana,2015,Waste Management,CH4,7.87
Telangana,2016,Energy,CO,1.64
Telangana,2016,Energy,CO2,52.09
Telangana,2016,Energy,CH4,4.25
Telangana,2016,Industry,CO,2.2
Telangana,2016,Industry,CO2,56.41
Telangana,2016,Industry,CH4,1.92
Telangana,2016,Transportation,CO,2.57
Telangana,2016,Transportation,CO2,35.43
Telangana,2016,Transportation,CH4,0.84
Telangana,2016,Agriculture,CO,0.37
Telangana,2016,Agriculture,CO2,14.55
Telangana,2016,Agriculture,CH4,6.98
Telangana,2016,Waste Management,CO,0.21
Telangana,2016,Waste Management,CO2,2.78
Telangana,2016,Waste Management,CH4,8.89
Telangana,2017,Energy,CO,3.58
Telangana,2017,Energy,CO2,64.49
Telangana,2017,Energy,CH4,2.54
Telangana,2017,Industry,CO,1.8
Telangana,2017,Industry,CO2,53.62
Telangana,2017,Industry,CH4,3.68
Telangana,2017,Transportation,CO,4.23
Telangana,2017,Transportation,CO2,44.28
Telangana,2017,Transportation,CH4,0.55
Telangana,2017,Agriculture,CO,0.28
